Default,WC/TA,RE/TA,EBIT/TA,ME/TL,S/TA
0,0.1747439,0.4181159,0.052375,1.869866,0.2608399
0,0.154968,0.3215787,0.0457098,1.092049,0.2409708
0,0.1810416,0.3653234,0.0488733,1.581415,0.2588489
0,0.1695805,0.3774517,0.052468,1.569448,0.2485363
0,0.0695559,0.3027085,0.0645527,1.814792,0.1734155
0,0.05387,0.3382863,0.0722331,1.826908,0.1835767
0,0.0336465,0.3568022,0.0821387,2.238593,0.2353855
0,0.0050508,0.260835,0.070438,2.714937,0.1951107
0,0.0265031,0.3015422,0.0817072,3.973116,0.176078
0,0.0488727,0.3501757,0.0577342,2.802064,0.1775305
0,0.056824,0.3910853,0.0689271,2.737121,0.1832708
0,0.0348627,0.3232958,0.0663762,1.550417,0.1443646
0,0.0437581,0.39492,0.0436625,1.54462,0.1434598
0,0.0438728,0.4312158,0.0585981,1.907273,0.1557239
0,0.1451007,0.3545819,0.0589574,2.860758,0.2741894
0,0.027224,0.2412387,0.0698675,1.454542,0.2244752
0,0.0879617,0.2482468,0.0245603,1.727343,0.2122567
0,0.0936475,0.2280966,0.039419,1.004662,0.1979361
0,0.0935778,0.2556791,0.0466655,1.709126,0.1932244
0,0.0736621,0.2856712,0.0276822,1.450999,0.2241833
0,0.1899964,0.0172135,0.0365241,3.097554,0.1225296
0,0.4157795,0.1101916,0.0507385,7.441947,0.1123187
0,0.0576623,0.314435,0.0738337,1.131961,0.3174255
0,0.092328,0.3194873,0.0717026,1.03674,0.3902806
0,0.036139,0.27237,0.0371221,0.5639517,0.2126751
0,0.0439633,0.2809363,0.0467563,0.5731283,0.2627061
0,0.0843557,0.2893757,0.0262094,0.5743819,0.2955868
0,0.010224,0.2487855,0.0518709,0.7355943,0.3130597
0,0.0749402,0.686704,0.0698553,1.516214,0.2381571
0,0.0762097,0.7006496,0.0589243,1.319575,0.2656883
0,0.1655081,0.797493,0.0642427,1.874277,0.2772907
0,0.103047,0.7804235,0.0571651,2.018455,0.2737092
0,0.0440983,0.669854,0.0640931,2.219032,0.2380153
0,0.1218325,0.7231985,0.0672952,2.415635,0.2579426
0,-0.0691496,0.0827943,0.0349411,0.3380306,0.2229237
0,-0.0906272,0.0946662,0.0309659,0.3888742,0.0775058
0,-0.0824395,0.0522444,0.0341347,0.3623388,0.1128975
0,-0.0046203,0.05887,0.0537,0.462096,0.1406544
0,0.0139736,0.0882463,0.0394436,0.5718476,0.127674
0,0.247727,0.5590112,0.0759664,0.8421642,0.2706635
0,0.0625806,0.4558149,0.0507104,0.4861991,0.2671269
0,0.1728288,0.4164148,0.061922,0.5019067,0.2568413
0,0.2419014,0.4766986,0.0623055,0.5608639,0.2377693
0,0.3393165,0.5583938,0.0367514,1.181289,0.2573811
0,0.3347945,0.5799221,0.0393806,1.432098,0.2149388
0,0.1337662,0.1156021,0.0670527,2.919816,0.1487952
0,0.0677302,-0.0345308,0.0633827,4.592216,0.1969015
0,0.1341617,0.0105093,0.0722553,4.299245,0.1887236
0,0.2699828,0.1403718,0.0672454,2.817832,0.1752724
0,0.2362805,0.1484031,0.0520659,2.620176,0.1650954
0,0.198832,0.1717258,0.070191,2.418509,0.1680003
0,0.2983375,-0.203827,0.042288,0.8261407,0.1393813
0,0.4127881,-0.0994645,0.0721906,0.8709304,0.1773069
0,0.4063268,-0.0248615,0.0302599,0.8445791,0.1395032
0,0.553348,0.0353321,0.1000707,0.9807217,0.2042172
0,0.6390239,0.0884141,0.071233,1.203276,0.1988394
0,0.4581893,0.2016821,0.1010294,4.668241,0.2431599
0,-0.0407641,0.1280075,0.047219,1.814483,0.1326595
0,-0.113707,0.055918,0.0476815,0.4987954,0.0884017
0,0.0181609,0.0105394,0.0332938,0.5884548,0.1050269
0,0.1049351,-0.27175,0.0431,0.5073115,0.1925668
0,0.0598078,-0.271503,0.0414647,0.5034928,0.2017887
0,0.0438595,-0.6036902,0.0459352,0.6182249,0.2441158
0,0.1681868,0.081373,0.0988004,0.4764682,0.6863579
1,0.0776813,-0.0395945,-0.0215026,0.1375913,0.6972486
0,0.1003113,0.2196817,0.072009,1.425685,0.4055828
0,0.1393442,0.2809871,0.0749375,1.80556,0.3912629
0,0.1524512,0.332515,0.0469597,2.284937,0.4080981
0,0.0879232,0.3065318,0.0516069,1.398776,0.3188359
0,0.0170854,0.3459317,0.0779527,1.133617,0.343369
0,0.0411713,0.3821371,0.0681247,1.478621,0.3241476
0,0.064301,0.3728356,0.0552927,1.542512,0.2707321
0,0.1244439,0.4395358,0.0778176,2.114142,0.2705186
0,0.0992853,0.463091,0.0554349,2.365286,0.2614055
0,0.1557691,0.4675415,0.0751955,3.234657,0.265696
0,0.3929992,0.3542419,0.1191954,20.76112,0.2403565
0,0.3410496,0.3460765,0.1283971,20.53237,0.2517729
0,0.2780009,0.3318722,0.1105865,14.44083,0.2238332
0,0.2932805,0.2705303,0.1170573,24.01325,0.2448399
0,0.3202287,0.2635872,0.1170469,58.24077,0.2656699
0,0.4142915,0.2900993,0.0984591,60.60715,0.2016231
0,0.4701967,0.2912308,0.0905501,48.1661,0.2030892
0,0.2400523,-0.0130957,0.0637901,10.10254,0.1102178
0,0.2398523,0.0022066,0.0624724,11.77079,0.1182947
0,0.2022552,-0.0493447,0.0691913,8.594038,0.1419399
0,0.4548325,0.5483496,0.0661018,15.43379,0.2255579
0,0.5932394,0.4322469,0.096147,11.06344,0.2103657
0,0.6225024,0.453407,0.0325551,6.758843,0.1171642
0,0.660511,0.4633385,0.04117,4.73963,0.1283827
0,0.6140646,0.6496065,0.0615459,20.24979,0.1795655
0,0.0045983,0.7289928,0.0546098,3.806262,0.2341209
0,0.0240056,0.7998298,0.0658868,4.630457,0.2424487
0,0.0112771,0.8160158,0.0696605,4.102182,0.2507063
0,0.022812,0.8572971,0.0633349,3.764305,0.2516942
0,0.0172844,0.93031,0.0648558,3.626626,0.2464987
0,0.0137669,0.9164745,0.0659919,2.984302,0.2367379
0,0.0300655,0.1293724,0.0562646,1.519629,0.1015269
0,0.0534086,0.1978588,0.0946492,2.326566,0.1395051
0,0.0535892,0.1625123,0.0432847,1.542522,0.0944135
0,0.0503187,0.1734554,0.0613924,1.836704,0.1064154
0,0.0402337,0.2207867,0.0661922,2.258795,0.1224747
0,0.0310561,0.2653861,0.0824814,2.295528,0.1274105
0,0.5495237,0.3426271,0.0287042,4.976035,0.2820864
0,0.528632,0.3921312,0.0418164,3.119419,0.2922615
0,0.6241252,0.3892401,0.0453023,2.619474,0.2732157
0,0.6241283,0.3871965,0.0391855,2.388738,0.2611822
0,0.5542732,0.3756112,0.02542,2.923778,0.2787563
0,0.5265989,0.37894,0.1112808,7.632141,0.3447435
0,0.5077029,0.4652754,0.0685195,3.788337,0.2784179
0,0.4919395,0.4420608,0.0655432,5.782373,0.271392
0,0.5177966,0.4989333,0.0459402,7.070161,0.1696954
0,0.5418288,0.4925842,0.0864018,14.37856,0.2751034
0,0.6026078,0.5141205,0.1161964,12.55903,0.3100156
0,0.682896,0.6144755,0.0366167,12.55649,0.1719864
0,0.6675553,0.6045817,0.0299865,11.27044,0.1678529
0,0.6718374,0.5969767,0.0444705,17.31711,0.1581991
0,0.6822965,0.6318011,0.0801296,9.694548,0.2132472
0,0.0752385,0.268042,0.0511225,1.032967,0.1437753
0,0.2262993,1.146531,0.0567399,0.3633778,0.3552266
0,0.0625379,1.425061,0.0918916,0.3704802,0.3722892
0,0.0862271,1.639646,0.0862491,1.338676,0.4403574
0,0.10842,1.426961,0.0847693,1.646251,0.4371004
0,0.1927708,1.324735,0.0821502,2.317956,0.4746397
0,0.1685336,0.1457139,0.0359983,1.192418,0.2543359
0,0.1581957,0.1190226,0.0347112,0.7371832,0.3726566
0,0.1874052,0.1080415,0.0443699,1.056615,0.3958379
0,0.1935553,0.104508,0.0368969,0.993089,0.4774275
0,0.2137164,0.1184524,0.0480099,0.8632246,0.502861
0,0.222534,0.1377296,0.0585801,0.9548845,0.5307557
0,-0.0288629,0.0787077,0.0805412,0.49209,0.6403344
0,-0.0382983,0.1601096,0.0781541,0.7521614,0.5720385
0,-0.0005945,0.2386088,0.0442771,1.851115,0.4874698
0,0.0509871,0.2280715,0.0586595,1.642022,0.5294065
0,0.0183232,0.3129576,0.0617234,2.660882,0.5896371
0,0.0651102,0.3420269,0.0742653,3.362195,0.5964028
0,0.0884313,0.2612759,0.0522676,0.4137651,0.1980777
0,0.1942322,0.2843583,0.0245007,0.0624359,0.2128185
0,0.2236337,0.2773873,0.0307087,0.0709767,0.2011024
0,0.4390986,0.2834233,0.048647,0.8592473,0.5720859
0,0.4481829,0.2108822,0.0696289,0.5098602,0.5323963
0,0.4824365,0.2642479,0.0418282,0.8529687,0.4095592
0,0.427339,0.1787487,0.0297491,0.3994548,0.4468185
0,0.4309105,0.20619,0.0467891,0.6399634,0.4954613
0,0.4530819,0.271056,0.0403897,0.884159,0.5203143
0,0.0866611,0.1857547,0.0514998,0.5513126,0.4202897
0,0.128157,0.2945104,0.0359338,0.5978976,0.3283157
0,0.0950247,0.2555084,0.0365832,0.5174998,0.3436896
0,0.1265944,0.2873408,0.0398659,0.6043081,0.344131
0,0.1013065,0.294423,0.0474491,0.4412963,0.3271676
0,0.1177858,0.283885,0.0217369,0.5040076,0.3213614
0,0.0970184,0.320895,0.0347296,0.8576062,0.3512356
0,0.0674393,0.1112912,0.0410653,0.8534063,0.1249862
0,0.033059,0.112303,0.0353539,0.8491557,0.1418041
0,0.0000979,0.1187059,0.037234,0.7282345,0.1316541
0,-0.062507,0.142231,0.0339094,0.8085718,0.1089415
0,-0.0664907,0.1077945,0.058772,0.4501193,0.0999413
0,-0.0916789,0.0886015,0.0500452,0.4845392,0.0962503
0,-0.0505375,0.1049079,0.0420529,0.6389566,0.1003668
0,0.0362609,0.1109699,0.0570831,0.6234215,0.1381933
0,-0.0157647,0.3125674,0.0624686,1.619168,0.1675776
0,0.1953653,0.6544921,0.0888104,15.01256,0.2768127
0,0.1272316,0.2707183,0.0547019,2.774259,0.1347094
0,0.112495,0.3084756,0.0410134,2.363449,0.1363351
0,0.1153135,0.351308,0.0491322,2.075832,0.1243932
0,0.1308968,0.3741609,0.0494075,1.442799,0.126395
0,0.0625248,0.3750849,0.0586428,1.605067,0.1340913
0,0.0866168,0.5072242,0.077507,4.653829,0.3848951
0,0.0999525,0.5296926,0.057124,3.296655,0.3809441
0,0.037015,0.5363771,0.0563266,3.322481,0.3464972
0,-0.0028877,0.4244729,0.0580453,2.606967,0.3295615
0,0.0226544,0.4429864,0.061844,2.255813,0.3264381
0,0.0758912,0.4618973,0.0472147,2.34795,0.3674809
0,0.5369822,0.5306931,0.0467154,1.055428,0.5871206
0,0.4005607,0.3286434,0.0696921,0.8178079,0.5375082
0,0.2361998,0.324058,0.0462952,0.7691333,0.4556802
0,0.4370226,0.27262,0.0285468,0.9364271,0.4903484
0,0.4229479,0.2689032,0.0355638,0.5963097,0.5251141
0,0.4092634,0.2936923,0.0348027,0.9755679,0.5739492
0,-0.1130542,0.2240309,0.1228992,2.748441,0.641214
0,0.1058446,0.2900643,0.1258157,3.75824,0.6172264
0,0.1682506,0.3056662,0.1330791,3.388209,0.5674288
0,0.0519481,0.300078,0.1227248,3.711381,0.5972953
0,0.2164605,0.4437922,0.1382297,5.035744,0.615813
0,0.2694721,0.5142907,0.1210535,5.748652,0.5843698
0,0.050679,0.3631188,0.0687227,2.244264,0.2296947
0,0.0142604,0.3737097,0.0574347,1.474153,0.1974538
0,0.0421457,0.4081843,0.0297151,1.731682,0.2418837
0,0.0255755,0.2811111,0.047927,1.363454,0.2339195
0,0.0163108,0.2721693,0.0458892,1.352838,0.2359332
0,0.06468,0.296361,0.0472511,1.576857,0.2395021
0,0.2221183,0.005395,0.0262776,1.778181,0.2066645
0,0.2602514,-0.0151746,0.0552845,4.072285,0.2403838
0,0.2695813,0.0291421,0.0479294,3.636078,0.2349073
0,0.2147609,0.0240678,0.0576645,3.676223,0.2510514
0,0.2778742,0.0869453,0.0667781,4.921153,0.2781802
0,0.1024623,0.1871433,0.058539,0.5914276,0.3267243
0,0.1469053,0.2236871,0.0666735,0.6917092,0.3465143
0,0.1335437,0.1928016,0.047401,1.100702,0.3913196
0,0.0690212,0.1380256,0.0482503,0.8176708,0.2447781
0,0.0453015,0.216483,0.0512944,1.074387,0.3212122
0,0.0963695,0.2525549,0.0527337,1.502466,0.3071044
0,-0.0146463,0.1830322,0.0383861,0.6897128,0.1108645
0,0.0191533,0.1710883,0.0488102,0.7678934,0.1061879
0,-0.0865304,0.1553259,-0.0004493,0.4534219,0.0934396
0,0.0919007,0.1527679,0.0327258,0.4805025,0.1235142
0,0.0751042,0.1430402,0.0395001,0.6020427,0.1784122
0,0.0814636,0.1611826,0.0564219,0.6400221,0.2137973
0,0.3335125,0.1250451,-0.0005088,0.8125715,0.3012488
0,0.1988771,0.2277018,0.0431533,0.5241175,0.1680812
0,0.198992,0.2177234,0.0283127,0.1561665,0.1582756
0,0.1990538,0.2031903,0.0394309,0.2289765,0.1745934
0,0.2010251,0.0951092,0.0185191,0.1255333,0.0593864
0,0.214635,0.3785835,0.0641209,2.642469,0.2752812
0,0.2012964,0.429917,0.0696202,5.213162,0.2809536
0,0.1975124,0.4162823,0.0631872,4.95747,0.2662288
0,0.3181982,0.4310189,0.0719149,5.015767,0.2921278
0,0.3679354,0.4589063,0.0760238,7.487317,0.2844055
0,0.3609639,0.4381242,0.090557,5.619802,0.2545254
0,0.3067388,0.4394222,0.0712051,6.549145,0.2418857
0,0.3664809,0.4791727,0.0746017,10.34594,0.2286062
0,0.0295616,0.2113616,0.0523333,2.104909,0.1988329
0,0.0320886,0.1204487,-0.1636104,1.549937,0.2857383
0,0.0583233,0.13093,0.0224073,1.870107,0.3359564
0,0.0465585,0.1301238,0.0612711,2.274937,0.4789336
0,0.0938927,0.2566161,0.0394205,7.084215,0.1205357
0,0.1151549,0.2975338,0.044184,6.943198,0.1077574
0,0.109715,0.2973789,0.0404543,5.882777,0.0958083
0,0.1410046,0.0963746,0.0688066,4.321696,0.1108591
0,0.127304,-0.1372899,0.028851,4.282345,0.1168975
0,0.1959874,-0.1088884,0.0398189,4.362475,0.1430633
0,0.2252343,-0.1012901,0.0390258,6.530211,0.1255154
0,0.2889152,-0.0616663,0.0515133,4.794616,0.1100164
0,0.3833511,0.4247211,0.0652283,1.950068,0.1685472
0,0.2897899,0.4551594,0.03965,1.074275,0.1760748
0,0.2738202,0.4320144,0.0410545,1.02934,0.1765687
0,0.1917959,0.4560238,0.0535878,1.060605,0.1876632
0,0.2148918,0.5244398,0.0562632,1.53862,0.2118175
0,0.2083302,0.5842505,0.0510845,2.178838,0.225818
0,0.1523799,0.1412369,0.0750826,2.931792,0.2245177
0,0.0676596,0.0607942,0.0620184,4.28167,0.2500894
0,0.0960341,0.0892115,0.0711389,4.856789,0.2418929
0,0.1212966,0.053348,0.0763657,1.772549,0.2090771
0,0.1420916,0.0981012,0.0736982,1.818318,0.2157162
0,0.1505066,0.0919941,0.0566941,2.055461,0.2093435
0,0.1185789,0.5589854,0.0715125,2.651595,0.2314988
0,0.1050831,0.5851166,0.059782,2.66223,0.2386639
0,0.1263257,0.6001212,0.0671065,3.902226,0.2409942
0,0.152098,0.6369349,0.0605261,2.883792,0.2354431
0,0.2622594,0.6938847,0.0611285,3.462584,0.2300841
0,0.3152603,0.7376394,0.0572462,4.854224,0.250033
0,-0.0123149,0.0736649,0.071138,2.074733,0.2544222
0,0.0314829,0.251433,0.0453792,4.420529,0.1538646
0,-0.0621149,0.0589453,0.0328936,1.088192,0.128569
0,-0.0735743,0.0597565,0.0478432,0.8244727,0.1158838
0,-0.0274996,-0.1260385,0.0598219,1.013938,0.1703923
0,-0.0106835,-0.1132094,0.0505656,1.072563,0.1693763
0,-0.008524,-0.1164335,0.0454377,1.103657,0.1861337
0,-0.1083333,0.2903281,0.0819078,3.108269,0.1809295
0,-0.0999613,0.2953819,0.0642549,2.27282,0.1336128
0,-0.0165623,0.3200416,0.0766576,2.173433,0.1486973
0,0.00438,0.3296758,0.0555792,1.536754,0.1488127
0,0.0394972,0.3440398,0.0685308,1.779011,0.1352333
0,-0.0571116,0.3362894,0.0580429,1.422177,0.1159098
0,0.0534138,0.1121973,0.0508761,0.7646733,0.1263842
0,0.0701235,0.1293729,0.0593642,0.6299862,0.1387535
0,0.0587995,0.1054205,0.0480495,0.8699879,0.1188399
0,0.0673983,0.1325236,0.0551935,1.133371,0.1316109
0,0.0479686,0.1546733,0.0548375,1.610785,0.1468582
0,0.0461713,0.1752627,0.0570639,1.526276,0.1501371
0,0.2463491,0.5187815,0.0735044,2.287809,0.3501513
0,0.1062681,0.442801,0.0648492,1.677512,0.331768
0,0.2075585,0.4901686,0.0705665,2.528778,0.314907
0,0.2111062,0.4468637,0.0644456,2.045446,0.3109089
0,0.2289742,0.5167395,0.0509575,2.321652,0.313939
0,0.2254276,0.5532467,0.0578295,2.688511,0.3150199
0,0.1583161,0.111305,0.0447526,0.3611431,1.007002
0,0.2718526,-0.0302356,0.0525596,0.4361135,1.319311
0,0.18901,0.3020709,0.119214,5.903515,1.47393
0,0.0774708,0.3006583,0.086641,2.847307,1.163489
0,0.1577098,0.2657866,0.1213122,2.954674,0.9777806
0,0.1787986,0.2653292,0.1017961,1.928504,0.9399824
0,0.1688182,0.3185879,0.1288466,3.338024,1.002056
0,0.2067447,0.3814005,0.1128574,3.062741,0.9427148
0,0.0645995,-0.1162346,0.0185625,0.3053108,0.2248323
1,0.0654969,-0.1320064,0.0043704,0.0849552,0.1891719
0,0.0931111,-0.0416578,0.0256142,0.3656778,0.344936
0,-0.0165801,-0.0603911,0.0300085,0.6675813,0.3761053
0,0.0557799,-0.2679978,0.060459,0.6843769,0.4339961
0,0.1082404,-0.3946674,0.0552884,0.8527975,0.3734645
0,0.1575852,-0.3633296,0.055392,0.9415639,0.4141532
0,0.0309137,-0.105063,0.0527744,0.9756659,0.0840781
1,0.0655249,-0.2287427,-0.1305418,0.8339568,0.0941778
0,0.3769853,0.0475079,0.0222531,0.2676321,0.2118048
0,0.2973457,-0.0564241,0.0361418,0.1259937,0.2526797
1,0.2390125,-0.2042497,0.0220922,0.0471399,0.2322144
0,0.2904036,0.3256593,0.0564669,0.6744455,0.3198347
0,0.3104573,0.3728291,0.0637257,1.029431,0.2971401
0,0.3817393,0.3915384,0.0899604,2.005995,0.3662996
0,0.3794752,0.5172743,0.0849135,2.9821,0.3734626
0,0.4663598,0.4816461,0.0619957,3.022061,0.2894747
0,0.4639213,0.4319417,0.0534591,1.882919,0.2592992
0,0.1171328,0.0032627,0.084227,1.438473,0.3693533
0,0.1154117,0.0536515,0.0589675,0.9885457,0.3349693
0,0.2362969,0.065635,0.0543912,0.9374021,0.3253905
0,0.2120038,0.0328129,0.0650843,1.007641,0.3211164
0,0.2374835,0.0976008,0.0624213,1.163937,0.3459559
0,0.2454687,0.1785577,0.0668959,1.832615,0.3335687
0,-0.0006208,0.2748367,0.0354121,1.067496,0.3491587
0,-0.0955089,0.1702128,0.0701149,1.016361,0.471933
0,-0.1941086,0.1891878,0.0303732,0.8050975,0.0862864
0,-0.1041661,0.182552,0.0460414,0.5196496,0.1658514
0,0.1374891,0.1686672,0.0299455,0.7495533,0.1741167
0,0.1035312,0.2957232,0.0280061,4.289586,0.0707916
0,0.1080823,0.3098746,0.052184,6.076839,0.1118059
0,0.1635143,0.3694274,0.0469159,3.810118,0.1034577
0,0.0913567,0.301257,0.0479173,4.031681,0.0792084
0,0.1407567,0.3240501,0.0446759,3.745957,0.082086
0,0.1055653,0.3324603,0.0568043,4.233698,0.0773849
0,0.0960111,0.3239376,0.057811,1.602738,0.4450426
0,-0.036956,0.3146055,0.0676812,1.92037,0.3618509
0,-0.0676989,0.3165185,0.0496933,0.8438766,0.3495942
0,-0.0305756,0.2391192,0.0438499,0.6116012,0.2794376
0,0.0059732,0.2234608,0.0584371,0.7870799,0.2840864
0,-0.0971336,0.2849881,0.0217686,1.040935,0.3022197
0,0.1136669,0.2151445,0.050045,0.687874,0.38222
0,0.1365678,0.2291775,0.0398214,0.5855843,0.3781072
0,0.0327632,0.194452,0.0451286,0.6250226,0.3866227
0,0.0883591,0.1502635,0.0392166,0.4782741,0.3855262
0,0.0864902,0.1285477,0.0375252,0.733483,0.3611234
0,0.2063609,0.1572795,0.0284533,0.6191075,0.4019787
0,0.0193067,0.0634643,0.0670767,0.3883732,0.5309697
0,0.0317582,0.0693645,0.0642053,0.3644869,0.6092079
